0,12,23.87,0.4,2,3,0,0,2,0
0,16,36.03,0.7,1,2,0,2,1,0
0,12,26.3,0.4,0,0,0,2,1,0
0,16,39.5,0.7,3,2,0,2,1,0
0,12,27.03,0.8,0,0,0,0,2,0
0,16,43.4,0.5,3,0,0,0,0,0
0,12,29.3,0.2,2,2,0,2,2,0
0,16,32.03,0.3,1,1,0,2,0,0
0,12,29.3,0.2,1,1,0,3,2,0
0,16,35.83,0.3,2,0,0,0,2,0
0,12,25.9,1.0,1,1,0,0,1,0
0,16,40.97,0.9,3,2,0,2,1,0
0,12,29.3,0.1,1,1,0,0,1,0
0,16,34.67,0.6,2,2,0,2,2,0
0,12,27.67,0.2,3,1,0,3,3,0
0,16,38.5,0.7,2,2,0,1,1,0
0,12,29.3,0.2,3,3,0,1,1,0
0,16,38.27,0.9,2,1,0,3,3,0
0,12,28.47,0.8,3,0,0,0,2,0
0,16,45.47,0.8,0,0,0,3,2,0
0,12,26.3,0.6,0,0,0,0,2,0
0,16,34.9,0.2,1,2,0,1,1,0
0,12,39.7,0.9,2,0,0,0,0,0
0,16,35.07,0.2,0,3,0,1,2,0
0,12,26.3,0.1,0,0,0,0,1,0
0,16,40.0,1.0,3,0,0,1,3,0
0,12,29.3,0.6,3,3,0,0,1,0
0,16,32.03,0.2,2,2,0,0,2,0
0,12,23.47,0.7,2,1,0,2,3,0
0,16,47.3,0.6,3,0,0,0,0,0
0,12,27.67,0.2,3,1,0,2,3,0
0,16,35.07,0.6,0,2,0,0,2,0
0,12,28.7,0.4,3,0,0,3,2,0
0,16,40.43,0.6,0,0,0,3,1,0
0,12,28.57,0.7,3,2,0,1,0,0
0,16,39.63,0.6,3,3,0,2,0,0
0,12,30.43,1.0,2,0,0,1,1,0
0,16,35.07,0.0,0,1,0,3,1,0
0,12,28.7,0.2,1,0,0,1,0,0
0,16,33.23,0.5,1,1,0,1,2,0
0,12,29.3,0.1,3,3,0,0,2,0
0,16,33.37,0.6,1,3,0,2,2,0
0,12,26.37,0.9,2,2,0,1,1,0
0,16,36.17,0.8,3,2,0,0,1,0
0,12,30.37,0.9,1,2,0,2,0,0
0,16,40.0,1.0,2,0,0,1,3,0
0,12,24.63,0.9,0,2,0,3,3,0
0,16,32.03,0.0,1,1,0,3,3,0
0,12,24.63,0.2,0,2,0,1,3,0
0,16,38.7,0.9,3,2,0,2,3,0
0,12,22.83,0.6,3,2,0,1,1,0
0,16,33.93,0.1,3,1,0,3,0,0
0,12,24.63,0.0,0,1,0,2,3,0
0,16,41.93,0.7,0,0,0,2,1,0
0,12,23.87,0.2,2,3,0,1,1,0
0,16,35.03,0.7,1,0,0,1,1,0
0,12,23.9,0.5,2,1,0,0,3,0
0,16,33.43,0.0,3,2,0,2,1,0
0,12,24.6,0.4,2,1,0,2,1,0
0,16,49.83,0.7,2,1,0,1,0,0
0,12,29.3,0.6,3,3,0,0,2,0
0,16,35.83,0.3,2,0,0,0,2,0
0,12,26.3,0.1,0,0,0,1,1,0
0,16,45.47,0.8,0,0,0,2,1,0
0,12,28.43,0.9,2,0,0,0,1,0
0,16,38.2,0.5,1,0,0,1,2,0
0,12,24.63,0.7,0,1,0,1,2,0
0,16,39.1,0.6,0,0,0,1,1,0
0,12,24.63,0.1,0,3,0,2,0,0
0,16,37.17,0.8,1,3,0,0,3,0
0,12,31.57,0.9,2,0,0,1,1,0
0,16,33.43,0.2,3,2,0,1,2,0
0,12,24.6,0.2,2,1,0,0,3,0
0,16,36.17,0.8,3,2,0,0,1,0
0,12,27.67,0.4,3,1,0,1,0,0
0,16,38.83,0.5,2,1,0,3,2,0
0,12,28.83,0.5,2,0,0,3,1,0
0,16,34.43,0.6,3,3,0,0,2,0
0,12,23.73,0.9,1,2,0,0,2,0
0,16,39.2,1.0,0,1,0,1,2,0
0,12,24.5,0.3,3,2,0,3,3,0
0,16,34.9,0.3,2,3,0,2,2,0
0,12,28.7,0.4,2,0,0,1,3,0
0,16,39.37,0.6,0,0,0,1,3,0
0,12,29.6,0.8,3,3,0,1,3,0
0,16,36.23,0.8,2,0,0,3,3,0
0,12,27.67,0.7,3,1,0,2,0,0
0,16,34.57,0.0,2,1,0,1,3,0
0,12,29.67,0.8,3,0,0,3,2,0
0,16,37.0,0.8,1,0,0,0,1,0
0,12,29.3,0.0,1,1,0,3,0,0
0,16,34.9,0.1,1,2,0,1,2,0
0,12,29.3,0.1,2,2,0,0,3,0
0,16,33.43,0.2,3,2,0,0,1,0
0,12,31.5,0.8,2,0,0,1,0,0
0,16,43.53,0.8,3,3,0,1,0,0
0,12,28.7,0.2,3,0,0,2,3,0
0,16,36.3,0.4,3,1,0,1,2,0
0,12,20.27,0.0,1,3,0,0,1,0
0,16,36.2,0.5,3,1,0,3,3,0
0,12,23.87,0.2,2,3,0,0,0,0
0,16,35.07,0.1,0,2,0,2,2,0
0,12,24.07,0.8,3,3,0,0,0,0
0,16,34.83,0.3,2,1,0,0,0,0
0,12,29.3,0.0,2,2,0,0,1,0
0,16,37.33,0.4,1,0,0,3,1,0
0,12,23.87,0.3,2,3,0,1,3,0
0,16,47.3,0.6,3,0,0,0,0,0
0,12,23.87,0.3,2,3,0,2,1,0
0,16,35.07,0.2,0,1,0,1,2,0
0,12,29.3,0.5,2,2,0,2,1,0
0,16,34.6,0.3,2,1,0,3,2,0
0,12,24.6,0.3,2,1,0,3,3,0
0,16,32.33,0.5,1,3,0,3,3,0
0,12,29.3,0.1,2,2,0,1,2,0
0,16,35.07,0.6,0,2,0,1,1,0
0,12,29.3,0.5,2,2,0,3,1,0
0,12,24.63,0.2,0,2,0,2,2,0
0,16,36.57,0.9,1,3,0,0,2,0
0,12,24.63,0.1,0,2,0,3,3,0
0,16,38.33,0.9,1,0,0,1,3,0
0,12,29.3,0.2,3,3,0,0,3,0
0,16,34.57,0.1,2,1,0,3,0,0
0,12,22.83,0.6,3,2,0,1,1,0
0,16,34.57,0.1,2,1,0,3,1,0
0,12,28.57,0.6,3,0,0,3,1,0
0,16,33.97,0.6,2,3,0,3,1,0
0,12,30.03,0.8,3,0,0,1,1,0
0,16,34.43,0.6,2,2,0,0,2,0
0,12,24.07,0.8,1,1,0,0,0,0
0,16,35.57,0.1,1,0,0,0,0,0
0,12,26.3,0.5,0,0,0,2,2,0
0,16,39.47,1.0,3,0,0,2,2,0
0,12,24.63,0.1,0,3,0,0,1,0
0,16,35.47,0.7,3,3,0,0,2,0
0,12,24.63,0.9,0,1,0,2,0,0
0,16,31.1,0.3,1,3,0,2,0,0
0,12,28.23,0.8,1,0,0,2,3,0
0,16,37.23,0.9,0,3,0,1,1,0
0,12,36.6,1.0,1,0,0,3,0,0
0,16,36.63,0.4,0,0,0,0,0,0
0,12,29.3,0.7,2,2,0,2,2,0
0,16,35.57,0.1,3,0,0,3,0,0
0,12,28.7,0.2,1,0,0,0,2,0
0,16,40.13,1.0,2,2,0,2,3,0
0,12,24.83,1.0,2,3,0,3,2,0
0,16,37.23,0.9,0,2,0,2,2,0
0,12,29.3,0.5,3,3,0,3,1,0
0,16,34.93,0.7,1,0,0,1,3,0
0,12,23.87,0.2,1,2,0,2,2,0
0,16,35.07,0.2,0,3,0,0,2,0
0,12,24.7,1.0,2,3,0,2,2,0
0,16,36.23,0.8,2,0,0,3,3,0
0,12,23.87,0.3,2,3,0,1,0,0
0,16,36.13,0.4,3,1,0,3,1,0
0,12,27.67,0.4,3,1,0,2,3,0
0,16,33.93,0.1,3,1,0,0,1,0
0,12,21.03,0.5,1,3,0,1,2,0
0,16,42.8,1.0,1,2,0,3,1,0
0,12,24.37,0.7,2,3,0,2,2,0
0,16,32.03,0.2,1,1,0,1,1,0
0,12,24.63,0.7,0,1,0,2,3,0
0,16,35.07,0.6,0,1,0,0,0,0
0,12,29.3,0.1,1,1,0,0,2,0
0,16,39.63,0.6,2,2,0,1,0,0
0,12,30.37,0.9,1,2,0,2,0,0
0,16,39.83,0.6,2,3,0,3,2,0
0,12,23.8,1.0,1,2,0,2,3,0
0,16,35.07,0.4,0,1,0,1,0,0
0,12,29.77,0.9,1,0,0,3,2,0
0,16,31.1,0.1,1,3,0,1,0,0
0,12,32.6,1.0,0,0,0,3,0,0
0,16,36.53,0.5,1,3,0,0,0,0
0,12,23.87,0.5,2,3,0,1,2,0
0,16,36.63,0.4,0,0,0,3,1,0
0,12,25.7,1.0,0,1,0,1,1,0
0,16,36.4,0.6,1,1,0,3,1,0
0,12,25.27,1.0,3,3,0,1,1,0
0,16,39.63,0.6,3,3,0,2,0,0
0,12,24.63,0.6,0,1,0,2,0,0
0,16,41.8,0.7,1,1,0,2,0,0
0,12,25.23,0.9,3,3,0,1,0,0
0,16,35.07,0.0,0,2,0,2,1,0
0,12,21.87,0.5,1,3,0,3,2,0
0,16,34.9,0.2,1,2,0,3,2,0
0,12,29.3,0.4,2,2,0,0,1,0
0,16,32.03,0.1,1,1,0,0,1,0
0,12,29.3,0.0,1,1,0,3,0,0
0,16,36.63,0.2,0,0,0,3,1,0
0,12,25.7,1.0,0,1,0,3,3,0
0,16,36.63,0.2,0,0,0,0,1,0
0,12,22.8,0.7,2,3,0,2,1,0
0,16,35.57,0.2,3,0,0,3,2,0
0,12,24.63,0.4,0,2,0,2,0,0
0,16,36.63,0.3,0,0,0,2,1,0
0,12,26.37,0.9,1,1,0,2,2,0
0,16,49.83,0.7,2,1,0,2,0,0
0,12,23.87,0.1,1,2,0,3,1,0
0,16,47.87,0.6,2,1,0,3,0,0
0,12,28.57,0.6,2,0,0,2,2,0
0,16,36.63,0.2,0,0,0,2,3,0
0,12,23.87,0.2,1,2,0,2,2,0
0,16,36.87,0.8,2,0,0,2,3,0
0,12,28.8,0.5,2,0,0,0,3,0
0,16,32.03,0.0,1,1,0,0,2,0
0,12,23.87,0.3,1,2,0,1,1,0
0,16,35.07,0.5,0,3,0,0,1,0
0,12,29.8,0.8,3,3,0,1,0,0
0,16,35.07,0.1,0,2,0,2,1,0
0,12,28.47,0.8,1,0,0,0,3,0
0,16,38.93,0.9,3,3,0,0,2,0
0,12,24.63,0.8,0,3,0,1,2,0
0,16,32.73,0.4,3,3,0,2,1,0
0,12,24.63,0.5,0,3,0,2,3,0
0,16,44.57,1.0,1,0,0,3,2,0
0,12,28.43,0.9,3,0,0,0,2,0
0,16,54.07,0.8,3,3,0,0,0,0
0,12,28.7,0.0,3,0,0,3,0,0
0,16,34.9,0.2,2,3,0,2,1,0
0,12,24.63,0.4,0,3,0,3,3,0
0,16,43.4,0.5,2,0,0,0,0,0
0,12,26.3,0.5,0,0,0,1,3,0
0,16,34.9,0.2,2,3,0,0,3,0
0,12,29.3,0.3,2,2,0,2,3,0
0,16,35.07,0.7,0,3,0,0,2,0
0,12,28.8,0.5,3,0,0,0,2,0
0,16,31.3,0.5,3,1,0,0,3,0
0,12,24.63,0.6,1,2,0,3,0,0
0,16,39.1,0.4,3,0,0,1,0,0
0,12,22.83,0.6,3,2,0,3,3,0
0,16,35.5,0.8,0,3,0,1,1,0
0,12,28.43,0.9,3,0,0,0,2,0
0,16,42.07,1.0,2,1,0,0,3,0
0,12,24.63,0.1,0,1,0,0,3,0
0,16,56.07,1.0,3,3,0,1,0,0
0,12,26.3,0.1,0,0,0,2,1,0
0,16,33.93,0.2,3,1,0,1,1,0
0,12,28.7,0.0,3,0,0,2,1,0
0,16,33.43,0.2,3,2,0,2,3,0
0,12,29.63,0.7,2,0,0,3,2,0
0,16,34.23,0.7,2,2,0,1,2,0
0,12,31.57,0.9,3,0,0,1,1,0
0,16,35.07,0.7,0,2,0,3,0,0
0,12,29.3,0.3,3,3,0,2,3,0
0,16,35.9,0.4,2,1,0,0,3,0
0,12,29.63,0.7,2,0,0,2,1,0
0,16,38.27,0.9,2,1,0,3,3,0
0,12,26.3,0.1,0,0,0,3,1,0
0,16,35.07,0.5,0,1,0,3,2,0
0,12,27.67,0.1,3,1,0,3,1,0
0,16,41.9,0.8,0,0,0,0,1,0
0,12,24.63,0.4,0,3,0,0,0,0
0,16,35.4,0.5,2,2,0,3,0,0
0,12,23.8,0.7,3,2,0,0,3,0
0,16,35.07,0.7,0,3,0,2,2,0
0,12,29.3,0.5,1,1,0,3,0,0
0,16,38.23,0.9,3,2,0,1,3,0
0,12,29.47,0.7,2,0,0,1,2,0
0,16,34.9,0.3,2,3,0,2,0,0
0,12,24.63,0.7,0,3,0,1,0,0
0,16,35.93,0.4,2,1,0,1,3,0
0,12,24.6,0.1,2,1,0,2,2,0
0,16,35.73,0.6,2,0,0,2,1,0
0,12,39.7,0.9,2,0,0,0,0,0
0,16,39.97,0.6,0,0,0,1,2,0
0,12,28.7,0.3,2,0,0,3,0,0
0,16,36.37,0.8,2,3,0,0,1,0
0,12,24.63,0.4,0,3,0,1,0,0
0,16,35.63,0.6,2,0,0,3,1,0
0,12,29.3,0.0,3,3,0,3,0,0
0,16,32.03,0.3,2,2,0,2,3,0
0,12,29.63,0.7,3,0,0,2,1,0
0,16,39.33,1.0,0,3,0,1,3,0
0,12,24.63,0.2,0,2,0,1,3,0
0,16,35.27,0.8,3,1,0,0,1,0
0,12,29.6,0.8,1,1,0,1,3,0
0,16,33.77,0.4,3,2,0,1,0,0
0,12,25.77,0.8,2,3,0,3,1,0
0,16,31.1,0.0,1,3,0,0,2,0
0,12,28.7,0.4,3,0,0,1,3,0
0,16,35.07,0.1,0,2,0,3,3,0
0,12,27.97,0.9,3,0,0,1,3,0
0,16,53.23,0.8,3,1,0,0,0,0
0,12,29.3,0.7,2,2,0,3,3,0
0,16,34.9,0.3,2,3,0,0,2,0
0,12,29.6,0.8,1,1,0,1,2,0
0,16,40.43,0.9,1,0,0,3,1,0
0,12,27.67,0.2,3,1,0,0,1,0
0,16,32.03,0.2,3,3,0,0,2,0
0,12,28.7,0.2,2,0,0,3,2,0
0,16,35.83,0.3,2,0,0,0,1,0
0,12,23.87,0.5,1,2,0,2,2,0
0,16,35.07,0.6,0,3,0,0,1,0
0,12,24.63,0.9,0,2,0,3,2,0
0,16,35.07,0.3,0,2,0,0,0,0
0,12,24.6,0.2,2,1,0,1,2,0
0,16,39.5,0.7,3,2,0,2,1,0
0,12,26.3,0.4,0,0,0,0,2,0
0,16,39.63,0.6,3,3,0,3,0,0
0,12,28.83,0.5,3,0,0,1,1,0
0,16,32.03,0.2,2,2,0,1,1,0
